hardware_family,hardware_size,family,size,instance_index,method,projection_regime,projection_topology_family,instance_source,problem_seed,instance_manifest,comparison_family,comparison_mode,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,qubo_normalization_scale,normalization_regime,per_constraint_standardization,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projection_target,projection_target_lambda1_shape,projection_target_lambda2_shape,projected_equality_multiplier,projected_inequality_multiplier,projected_initializer_equality_multiplier,projected_initializer_inequality_multiplier,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
zephyr,16,mdkp,5,5,unbalanced,unbalanced,,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-55644.0,cplex_cache,min,1e-09,10,1.664,0.211,0.0,0.052,1.664,-55644.0,-55644.0,0.0,0.0,211,0.211,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.27616787628597644,0.052,6,1.2,2,0.0928,0.464,0.05031481690946394,0.20125926763785576,28278.36010997745,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,5,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-55644.0,cplex_cache,min,1e-09,10,1.056,0.197,0.0,0.033,1.056,-55644.0,-55644.0,0.0,0.0,197,0.197,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2974255847634728,0.033,5,1.0,1,0.0,0.0,0.0,,24399.88027147945,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,6,unbalanced,unbalanced,,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,0.896,0.227,0.0,0.028,0.896,-77435.0,-77435.0,0.0,0.0,227,0.227,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2654009373784863,0.028,8,1.6,2,0.265,0.827,0.09546421806582277,0.5841445503703228,30818.276435414216,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,6,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,1.6,0.414,0.0,0.05,1.6,-77435.0,-77435.0,0.0,0.0,414,0.414,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31838203710826196,0.05,5,1.0,1,0.0,0.0,0.0,,43623.57605167189,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
pegasus,16,mdkp,5,6,unbalanced,unbalanced,,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,0.8,0.294,0.0,0.025,0.8,-77435.0,-77435.0,0.0,0.0,294,0.294,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2847351015049269,0.025,6,1.2,2,0.09019999999999999,0.451,0.09546421806582277,0.38185687226329107,30818.276435414216,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,5,6,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,1.536,0.44,0.0,0.048,1.536,-77435.0,-77435.0,0.0,0.0,440,0.44,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33134065521228945,0.048,5,1.0,1,0.0,0.0,0.0,,44121.59997449549,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,
zephyr,16,mdkp,5,6,unbalanced,unbalanced,,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,0.704,0.314,0.0,0.022,0.704,-77435.0,-77435.0,0.0,0.0,314,0.314,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32673452441517625,0.022,6,1.2,2,0.0824,0.412,0.09546421806582277,0.38185687226329107,30818.276435414216,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,6,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-77435.0,cplex_cache,min,1e-09,10,1.056,0.434,0.0,0.033,1.056,-77435.0,-77435.0,0.0,0.0,434,0.434,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32879858504784304,0.033,5,1.0,1,0.0,0.0,0.0,,44496.33454826712,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,7,unbalanced,unbalanced,,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,0.256,0.048,0.0,0.008,0.256,-56797.0,-56797.0,0.0,0.0,48,0.048,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2770513847562371,0.008,8,1.6,2,0.2808,0.833,0.05554169910632084,0.2702343548991655,27954.909985339014,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,7,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,0.992,0.128,0.0,0.031,0.992,-56797.0,-56797.0,0.0,0.0,128,0.128,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3449183605648186,0.031,5,1.0,1,0.0,0.0,0.0,,27248.23076228547,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
pegasus,16,mdkp,5,7,unbalanced,unbalanced,,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,1.056,0.114,0.0,0.033,1.056,-56797.0,-56797.0,0.0,0.0,114,0.114,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2777789103637485,0.033,6,1.2,2,0.09179999999999999,0.459,0.05554169910632084,0.22216679642528336,27954.909985339014,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,5,7,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,0.832,0.163,0.0,0.026,0.832,-56797.0,-56797.0,0.0,0.0,163,0.163,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3655068621852165,0.026,5,1.0,1,0.0,0.0,0.0,,27682.95739534194,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,
zephyr,16,mdkp,5,7,unbalanced,unbalanced,,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,0.928,0.119,0.0,0.029,0.928,-56797.0,-56797.0,0.0,0.0,119,0.119,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3009251731398406,0.029,6,1.2,2,0.0914,0.457,0.05554169910632084,0.22216679642528336,27954.909985339014,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,7,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-56797.0,cplex_cache,min,1e-09,10,0.96,0.139,0.0,0.03,0.96,-56797.0,-56797.0,0.0,0.0,139,0.139,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.34904087927432587,0.03,5,1.0,1,0.0,0.0,0.0,,27228.589430475564,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,8,unbalanced,unbalanced,,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,3.392,0.31,0.0,0.106,3.392,-85620.0,-85620.0,0.0,0.0,310,0.31,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2155261432737301,0.106,8,1.6,2,0.2726,0.848,0.06963271802595915,0.6858525367302359,28826.080422929437,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,8,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,1.728,0.37,0.0,0.054,1.728,-85620.0,-85620.0,0.0,0.0,370,0.37,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.34989488437281013,0.054,5,1.0,1,0.0,0.0,0.0,,28516.91560157441,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
pegasus,16,mdkp,5,8,unbalanced,unbalanced,,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,2.752,0.373,0.0,0.086,2.752,-85620.0,-85620.0,0.0,0.0,373,0.373,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.27888616262517907,0.086,6,1.2,2,0.0894,0.447,0.06963271802595915,0.3214300761945532,28826.080422929437,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,5,8,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,2.208,0.365,0.0,0.069,2.208,-85620.0,-85620.0,0.0,0.0,365,0.365,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32700124474821846,0.069,5,1.0,1,0.0,0.0,0.0,,28494.979032324205,per_constraint_standardized_rows_v1,True,16,6,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,
zephyr,16,mdkp,5,8,unbalanced,unbalanced,,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,0.768,0.261,0.0,0.024,0.768,-85620.0,-85620.0,0.0,0.0,261,0.261,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3511712180972506,0.024,6,1.2,2,0.09359999999999999,0.468,0.06963271802595915,0.2785308721038366,28826.080422929437,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,8,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-85620.0,cplex_cache,min,1e-09,10,2.016,0.374,0.0,0.063,2.016,-85620.0,-85620.0,0.0,0.0,374,0.374,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3469518029547297,0.063,5,1.0,1,0.0,0.0,0.0,,28396.39629118136,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,9,unbalanced,unbalanced,,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,0.768,0.203,0.0,0.024,0.768,-64289.0,-64289.0,0.0,0.0,203,0.203,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.25298783579413986,0.024,8,1.6,2,0.27920000000000006,0.83,0.038497974140324444,0.3640435497848758,33323.44681417995,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,9,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,1.44,0.319,0.0,0.045,1.44,-64289.0,-64289.0,0.0,0.0,319,0.319,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3411676339468459,0.045,5,1.0,1,0.0,0.0,0.0,,33043.94584062768,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
pegasus,16,mdkp,5,9,unbalanced,unbalanced,,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,1.728,0.279,0.0,0.054,1.728,-64289.0,-64289.0,0.0,0.0,279,0.279,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2978995888358299,0.054,6,1.2,2,0.09559999999999999,0.478,0.038497974140324444,0.15399189656129778,33323.44681417995,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,5,9,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,1.248,0.311,0.0,0.039,1.248,-64289.0,-64289.0,0.0,0.0,311,0.311,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3177073843449788,0.039,5,1.0,1,0.0,0.0,0.0,,32997.84234531439,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,
zephyr,16,mdkp,5,9,unbalanced,unbalanced,,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,0.48,0.235,0.0,0.015,0.48,-64289.0,-64289.0,0.0,0.0,235,0.235,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3634222194128045,0.015,6,1.2,2,0.099,0.495,0.038497974140324444,0.15399189656129778,33323.44681417995,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,9,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-64289.0,cplex_cache,min,1e-09,10,1.472,0.31,0.0,0.046,1.472,-64289.0,-64289.0,0.0,0.0,310,0.31,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3374570174298619,0.046,5,1.0,1,0.0,0.0,0.0,,33104.069577764676,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,10,unbalanced,unbalanced,,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,3.2,0.227,0.0,0.1,3.2,-68642.0,-68642.0,0.0,0.0,227,0.227,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2092360195598256,0.1,8,1.6,2,0.262,0.819,0.0813180447178386,0.37583436428779604,26799.037849630036,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,10,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,1.6,0.319,0.0,0.05,1.6,-68642.0,-68642.0,0.0,0.0,319,0.319,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31874066701441917,0.05,5,1.0,1,0.0,0.0,0.0,,23955.362039221232,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
pegasus,16,mdkp,5,10,unbalanced,unbalanced,,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,1.984,0.265,0.0,0.062,1.984,-68642.0,-68642.0,0.0,0.0,265,0.265,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33314907589995235,0.062,6,1.2,2,0.09319999999999999,0.466,0.0813180447178386,0.3252721788713544,26799.037849630036,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,5,10,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,1.536,0.296,0.0,0.048,1.536,-68642.0,-68642.0,0.0,0.0,296,0.296,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33317916813990645,0.048,5,1.0,1,0.0,0.0,0.0,,24331.268738172068,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,
zephyr,16,mdkp,5,10,unbalanced,unbalanced,,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,2.048,0.272,0.0,0.064,2.048,-68642.0,-68642.0,0.0,0.0,272,0.272,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3232253512255402,0.064,6,1.2,2,0.09219999999999999,0.461,0.0813180447178386,0.3252721788713544,26799.037849630036,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,5,10,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-68642.0,cplex_cache,min,1e-09,10,1.504,0.322,0.0,0.047,1.504,-68642.0,-68642.0,0.0,0.0,322,0.322,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3356963603219223,0.047,5,1.0,1,0.0,0.0,0.0,,24946.170464849314,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,
chimera,16,mdkp,5,11,unbalanced,unbalanced,,seed_manifest,5825770559526856777,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-71560.0,cplex_cache,min,1e-09,10,1.536,0.252,0.0,0.048,1.536,-71560.0,-71560.0,0.0,0.0,252,0.252,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.29711469784485434,0.048,8,1.6,2,0.2706,0.843,0.0779221830450778,0.3116887321803112,30934.480191047704,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,5,11,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,5825770559526856777,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,5,32,-71560.0,cplex_cache,min,1e-09,10,1.408,0.395,0.0,0.044,1.408,-71560.0,-71560.0,0.0,0.0,395,0.395,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28976484281580117,0.044,5,1.0,1,0.0,0.0,0.0,,28221.98661561656,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,
